number_of_trees,criterion,maximal_depth,apply_pruning,confidence,apply_prepruning,minimal_gain,minimal_leaf_size,minimal_size_for_split,number_of_prepruning_alternatives,random_splits,guess_subset_ratio,subset_ratio,voting_strategy,use_local_random_seed,local_random_seed,enable_parallel_execution,PREC_AT_99_REC
200,gini_index,50,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,50,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,50,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,50,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,50,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,100,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.5908
200,gini_index,100,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6166
500,gini_index,100,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6212
200,gini_index,100,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.6457
200,gini_index,100,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.654
50,gini_index,100,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.656
200,gini_index,100,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6606
200,gini_index,100,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6964
200,gini_index,100,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6964
50,gini_index,100,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.704
50,gini_index,100,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.7058
200,gini_index,100,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7082
200,gini_index,100,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7082
50,gini_index,100,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7201
500,gini_index,100,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.7419
500,gini_index,100,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.7467
500,gini_index,100,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7537
500,gini_index,100,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7537
50,gini_index,100,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7658
50,gini_index,100,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7658
50,gini_index,100,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.7703
500,gini_index,100,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7742
500,gini_index,100,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7742
50,gini_index,100,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7863
200,gini_index,100,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.8189
200,gini_index,100,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.8208
50,gini_index,100,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.8234
500,gini_index,100,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8253
500,gini_index,100,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.85
500,gini_index,100,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.8751
200,gini_index,100,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8993
500,gini_index,100,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9007
500,gini_index,100,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9007
200,gini_index,100,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9009
200,gini_index,100,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9091
200,gini_index,100,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9091
500,gini_index,100,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9104
500,gini_index,100,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9105
500,gini_index,100,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9105
200,gini_index,100,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9108
500,gini_index,100,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9116
500,gini_index,100,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9117
500,gini_index,100,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9117
50,gini_index,100,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
50,gini_index,100,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
50,gini_index,100,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
50,gini_index,100,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
50,gini_index,100,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
200,gini_index,100,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
200,gini_index,100,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
200,gini_index,100,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
200,gini_index,100,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
200,gini_index,100,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
200,gini_index,100,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
500,gini_index,100,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9157
500,gini_index,100,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9159
50,gini_index,100,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9181
50,gini_index,100,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,100,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,100,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,100,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.936
50,gini_index,100,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9376
50,gini_index,100,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9376
50,gini_index,100,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,100,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,100,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,100,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,100,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,100,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,100,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,100,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,100,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,100,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,100,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,100,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,100,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,100,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,100,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,100,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,100,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,100,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,100,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,100,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,100,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,100,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,100,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,100,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,100,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,100,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,100,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,500,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.5908
200,gini_index,500,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.603
200,gini_index,500,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6166
500,gini_index,500,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6212
200,gini_index,500,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.654
50,gini_index,500,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.656
200,gini_index,500,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6964
50,gini_index,500,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.704
50,gini_index,500,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.7058
200,gini_index,500,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7082
500,gini_index,500,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.7419
500,gini_index,500,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7537
50,gini_index,500,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7658
500,gini_index,500,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7742
50,gini_index,500,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7863
50,gini_index,500,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.8208
500,gini_index,500,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.85
500,gini_index,500,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.8751
50,gini_index,500,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8919
200,gini_index,500,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8993
500,gini_index,500,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9007
200,gini_index,500,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9009
200,gini_index,500,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9091
500,gini_index,500,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9104
500,gini_index,500,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9105
500,gini_index,500,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9105
200,gini_index,500,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9108
200,gini_index,500,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9108
200,gini_index,500,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9108
500,gini_index,500,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9116
500,gini_index,500,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9117
500,gini_index,500,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9117
50,gini_index,500,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
50,gini_index,500,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
50,gini_index,500,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
50,gini_index,500,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
50,gini_index,500,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
200,gini_index,500,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
200,gini_index,500,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
200,gini_index,500,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
200,gini_index,500,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
200,gini_index,500,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
200,gini_index,500,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
500,gini_index,500,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9157
500,gini_index,500,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9159
500,gini_index,500,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9159
50,gini_index,500,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9181
50,gini_index,500,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,500,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,500,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,500,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.936
50,gini_index,500,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9376
50,gini_index,500,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9799
200,gini_index,500,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9907
50,gini_index,500,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9909
500,gini_index,500,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9912
200,gini_index,500,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9914
500,gini_index,500,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9915
500,gini_index,500,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9915
200,gini_index,500,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9923
50,gini_index,500,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,500,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,500,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,500,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,500,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,500,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,500,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,500,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,500,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,500,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,500,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,500,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,500,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,500,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,500,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,500,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,500,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,500,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,500,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,500,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,500,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,500,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,500,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,500,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,10,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7837
200,gini_index,10,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7156
500,gini_index,10,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7808
50,gini_index,10,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
200,gini_index,10,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
500,gini_index,10,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9105
50,gini_index,10,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,10,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,10,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,10,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.7683
200,gini_index,10,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.6949
500,gini_index,10,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.7451
50,gini_index,10,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
200,gini_index,10,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
500,gini_index,10,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9105
50,gini_index,10,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,10,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,10,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,10,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.704
200,gini_index,10,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.654
500,gini_index,10,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6212
50,gini_index,10,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.8204
200,gini_index,10,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
500,gini_index,10,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9104
50,gini_index,10,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,10,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,10,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,10,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9376
200,gini_index,10,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9944
500,gini_index,10,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8982
50,gini_index,10,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
200,gini_index,10,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
500,gini_index,10,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9159
50,gini_index,10,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,10,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,10,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,10,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.936
200,gini_index,10,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9009
500,gini_index,10,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.8754
50,gini_index,10,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
200,gini_index,10,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
500,gini_index,10,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9159
50,gini_index,10,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,10,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,10,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,10,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9181
200,gini_index,10,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8993
500,gini_index,10,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.85
50,gini_index,10,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
200,gini_index,10,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
500,gini_index,10,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9157
50,gini_index,10,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,10,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,10,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,10,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7011
200,gini_index,10,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.688
500,gini_index,10,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7513
50,gini_index,10,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
200,gini_index,10,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.8186
500,gini_index,10,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9117
50,gini_index,10,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,10,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,10,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,10,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.7058
200,gini_index,10,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6466
500,gini_index,10,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.7388
50,gini_index,10,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
200,gini_index,10,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9108
500,gini_index,10,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9117
50,gini_index,10,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,10,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,10,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,10,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.656
200,gini_index,10,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6166
500,gini_index,10,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.5908
50,gini_index,10,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
200,gini_index,10,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9108
500,gini_index,10,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9116
50,gini_index,10,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,10,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,10,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,10,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7163
200,gini_index,10,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.6453
500,gini_index,10,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,10,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9376
200,gini_index,10,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9093
500,gini_index,10,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8982
50,gini_index,10,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7011
200,gini_index,10,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.688
