number_of_trees,criterion,maximal_depth,apply_pruning,confidence,apply_prepruning,minimal_gain,minimal_leaf_size,minimal_size_for_split,number_of_prepruning_alternatives,random_splits,guess_subset_ratio,subset_ratio,voting_strategy,use_local_random_seed,local_random_seed,enable_parallel_execution,PREC_AT_99_REC
200,gain_ratio,20,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9561
500,gain_ratio,20,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9561
500,gain_ratio,20,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9567
50,gain_ratio,20,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9755
50,gain_ratio,20,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9878
200,gain_ratio,20,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9878
500,gain_ratio,20,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9878
500,gain_ratio,20,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9881
50,gain_ratio,20,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9882
500,gain_ratio,20,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9882
200,gain_ratio,20,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9885
200,gain_ratio,20,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9891
50,gain_ratio,20,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,20,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,20,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,20,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,20,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,20,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,20,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,20,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,20,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,20,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,20,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,20,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,20,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,20,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,20,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,20,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,20,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,20,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,20,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,20,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,20,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,20,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,20,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,20,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,50,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6093
500,gain_ratio,50,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6225
500,gain_ratio,50,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6351
500,gain_ratio,50,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6392
500,gain_ratio,50,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6404
500,gain_ratio,50,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6538
200,gain_ratio,50,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6566
200,gain_ratio,50,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6566
200,gain_ratio,50,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6566
50,gain_ratio,50,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.665
200,gain_ratio,50,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6703
50,gain_ratio,50,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.6857
50,gain_ratio,50,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.6857
50,gain_ratio,50,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6965
500,gain_ratio,50,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.697
50,gain_ratio,50,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.7003
200,gain_ratio,50,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7105
200,gain_ratio,50,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7106
200,gain_ratio,50,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.7134
500,gain_ratio,50,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7237
500,gain_ratio,50,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7237
50,gain_ratio,50,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7298
50,gain_ratio,50,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.73
50,gain_ratio,50,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.7458
500,gain_ratio,50,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8306
500,gain_ratio,50,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8557
200,gain_ratio,50,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.8606
200,gain_ratio,50,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8822
500,gain_ratio,50,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.888
500,gain_ratio,50,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8887
200,gain_ratio,50,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9083
50,gain_ratio,50,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.916
200,gain_ratio,50,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9226
200,gain_ratio,50,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9226
50,gain_ratio,50,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9323
50,gain_ratio,50,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9372
50,gain_ratio,50,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9372
200,gain_ratio,50,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9545
500,gain_ratio,50,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,50,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,50,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,50,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9546
200,gain_ratio,50,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9547
50,gain_ratio,50,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9548
50,gain_ratio,50,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9548
50,gain_ratio,50,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.955
50,gain_ratio,50,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.955
50,gain_ratio,50,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9551
200,gain_ratio,50,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9552
500,gain_ratio,50,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9552
50,gain_ratio,50,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9553
50,gain_ratio,50,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9553
50,gain_ratio,50,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9556
50,gain_ratio,50,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9557
200,gain_ratio,50,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9558
500,gain_ratio,50,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9558
200,gain_ratio,50,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9558
200,gain_ratio,50,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9559
500,gain_ratio,50,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9559
200,gain_ratio,50,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9561
500,gain_ratio,50,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9561
500,gain_ratio,50,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9567
200,gain_ratio,50,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9622
50,gain_ratio,50,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,50,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,50,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,50,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,50,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,50,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,50,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,50,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,50,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,50,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,50,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,50,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,50,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,50,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,50,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,50,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,50,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,50,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,50,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,50,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,50,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,50,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,50,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,50,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,50,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,50,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,50,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,100,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.6068
200,gain_ratio,100,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6093
500,gain_ratio,100,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6225
500,gain_ratio,100,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6351
500,gain_ratio,100,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6404
50,gain_ratio,100,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6455
500,gain_ratio,100,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6538
200,gain_ratio,100,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.6557
200,gain_ratio,100,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6566
200,gain_ratio,100,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6566
200,gain_ratio,100,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6566
50,gain_ratio,100,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.665
200,gain_ratio,100,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6703
50,gain_ratio,100,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.6857
50,gain_ratio,100,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6965
500,gain_ratio,100,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.697
50,gain_ratio,100,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.7003
200,gain_ratio,100,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7105
200,gain_ratio,100,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7106
500,gain_ratio,100,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7237
500,gain_ratio,100,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7237
50,gain_ratio,100,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.73
50,gain_ratio,100,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.7458
200,gain_ratio,100,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.7634
50,gain_ratio,100,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8283
200,gain_ratio,100,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8283
500,gain_ratio,100,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8306
50,gain_ratio,100,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.8592
500,gain_ratio,100,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8814
200,gain_ratio,100,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8822
500,gain_ratio,100,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.888
500,gain_ratio,100,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8887
200,gain_ratio,100,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9083
200,gain_ratio,100,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9226
50,gain_ratio,100,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9323
50,gain_ratio,100,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9372
50,gain_ratio,100,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9372
200,gain_ratio,100,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9545
200,gain_ratio,100,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9545
500,gain_ratio,100,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,100,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,100,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,100,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9546
200,gain_ratio,100,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9547
200,gain_ratio,100,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9547
50,gain_ratio,100,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9548
50,gain_ratio,100,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9548
50,gain_ratio,100,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.955
50,gain_ratio,100,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9551
200,gain_ratio,100,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9552
500,gain_ratio,100,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9552
50,gain_ratio,100,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9553
50,gain_ratio,100,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9553
50,gain_ratio,100,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9556
50,gain_ratio,100,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9557
200,gain_ratio,100,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9558
500,gain_ratio,100,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9558
200,gain_ratio,100,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9558
500,gain_ratio,100,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9559
200,gain_ratio,100,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9561
500,gain_ratio,100,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9561
500,gain_ratio,100,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9567
500,gain_ratio,100,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9692
50,gain_ratio,100,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,100,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,100,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,100,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,100,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,100,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,100,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,100,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,100,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,100,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,100,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,100,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,100,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,100,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,100,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,100,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,100,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,100,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,100,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,100,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,100,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,100,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,100,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,100,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,100,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,100,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,100,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,500,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.5958
200,gain_ratio,500,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6093
500,gain_ratio,500,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6225
500,gain_ratio,500,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6351
50,gain_ratio,500,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6376
500,gain_ratio,500,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6404
500,gain_ratio,500,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6538
200,gain_ratio,500,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6566
50,gain_ratio,500,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.665
200,gain_ratio,500,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6703
50,gain_ratio,500,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.6857
50,gain_ratio,500,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6965
200,gain_ratio,500,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7106
500,gain_ratio,500,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7237
50,gain_ratio,500,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.73
500,gain_ratio,500,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8306
500,gain_ratio,500,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8613
200,gain_ratio,500,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8822
500,gain_ratio,500,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.888
500,gain_ratio,500,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8887
200,gain_ratio,500,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9083
50,gain_ratio,500,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.916
200,gain_ratio,500,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9226
50,gain_ratio,500,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9323
50,gain_ratio,500,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9372
200,gain_ratio,500,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9545
200,gain_ratio,500,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9545
500,gain_ratio,500,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,500,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,500,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,500,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9546
200,gain_ratio,500,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9547
200,gain_ratio,500,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9547
50,gain_ratio,500,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9548
50,gain_ratio,500,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9548
50,gain_ratio,500,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.955
50,gain_ratio,500,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9551
200,gain_ratio,500,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9552
50,gain_ratio,500,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9553
50,gain_ratio,500,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9553
50,gain_ratio,500,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9556
